image_id,gt_len,pred_text_len,pred_len_from_head,correct_or_not,eos_type,len_head_correct,len_diff_text,len_diff_head
88,19,19,19,1,none,1,0,0
89,11,11,11,1,none,1,0,0
90,11,11,13,1,none,0,0,2
91,14,14,16,1,none,0,0,2
92,10,10,10,1,none,1,0,0
93,12,12,12,1,none,1,0,0
94,6,6,6,1,none,1,0,0
95,16,16,16,1,none,1,0,0
96,10,10,10,1,none,1,0,0
97,18,18,20,1,none,0,0,2
98,18,19,20,0,eos_late,0,1,2
99,13,13,13,1,none,1,0,0
100,12,12,12,1,none,1,0,0
101,18,18,18,1,none,1,0,0
102,17,17,17,1,none,1,0,0
103,30,30,30,1,none,1,0,0
104,21,21,21,1,none,1,0,0
105,21,21,21,1,none,1,0,0
106,9,9,9,1,none,1,0,0
107,11,11,12,1,none,0,0,1
108,12,12,12,1,none,1,0,0
109,20,20,20,1,none,1,0,0
110,10,10,9,1,none,0,0,-1
111,10,10,10,1,none,1,0,0
112,15,15,15,1,none,1,0,0
113,16,16,16,1,none,1,0,0
114,14,14,14,1,none,1,0,0
115,12,12,12,1,none,1,0,0
116,13,13,13,1,none,1,0,0
117,15,15,15,1,none,1,0,0
118,8,8,8,1,none,1,0,0
119,11,11,11,1,none,1,0,0
120,15,15,15,1,none,1,0,0
121,15,15,15,1,none,1,0,0
122,17,17,17,1,none,1,0,0
123,12,12,12,1,none,1,0,0
124,16,16,16,1,none,1,0,0
125,16,16,16,1,none,1,0,0
126,16,16,16,1,none,1,0,0
127,16,16,16,1,none,1,0,0
128,16,16,16,1,none,1,0,0
129,17,17,17,1,none,1,0,0
130,11,11,12,1,none,0,0,1
131,17,17,17,1,none,1,0,0
132,7,7,7,1,none,1,0,0
133,21,21,22,1,none,0,0,1
134,11,11,11,1,none,1,0,0
135,11,11,11,1,none,1,0,0
136,11,11,11,1,none,1,0,0
137,12,12,12,1,none,1,0,0
138,5,5,5,1,none,1,0,0
139,12,12,11,1,none,0,0,-1
140,14,14,14,1,none,1,0,0
141,15,15,14,1,none,0,0,-1
142,14,14,14,1,none,1,0,0
143,19,19,19,1,none,1,0,0
144,11,11,11,1,none,1,0,0
145,11,11,11,1,none,1,0,0
146,11,11,11,1,none,1,0,0
147,17,17,17,1,none,1,0,0
148,13,13,13,1,none,1,0,0
149,16,16,16,1,none,1,0,0
150,12,12,12,1,none,1,0,0
151,17,17,13,1,none,0,0,-4
152,16,16,16,1,none,1,0,0
153,16,16,16,1,none,1,0,0
154,16,16,16,1,none,1,0,0
155,16,16,16,1,none,1,0,0
156,12,12,12,1,none,1,0,0
157,10,10,10,1,none,1,0,0
158,14,14,14,1,none,1,0,0
159,13,13,13,1,none,1,0,0
160,13,13,13,1,none,1,0,0
161,14,14,12,1,none,0,0,-2
162,13,13,13,1,none,1,0,0
163,14,14,14,1,none,1,0,0
164,14,14,14,1,none,1,0,0
165,18,18,18,1,none,1,0,0
166,16,16,16,1,none,1,0,0
167,9,9,11,1,none,0,0,2
168,14,14,14,1,none,1,0,0
169,10,10,10,1,none,1,0,0
170,14,14,14,1,none,1,0,0
171,17,17,17,1,none,1,0,0
172,20,20,20,1,none,1,0,0
173,16,16,16,1,none,1,0,0
174,18,18,18,1,none,1,0,0
175,18,18,18,1,none,1,0,0
176,20,20,20,1,none,1,0,0
177,10,10,10,1,none,1,0,0
178,13,13,13,1,none,1,0,0
179,17,17,17,1,none,1,0,0
180,12,12,12,1,none,1,0,0
181,12,12,12,1,none,1,0,0
182,10,10,10,1,none,1,0,0
183,18,18,17,1,none,0,0,-1
184,21,21,21,1,none,1,0,0
185,11,11,11,1,none,1,0,0
186,18,18,18,1,none,1,0,0
187,18,18,18,1,none,1,0,0
188,12,12,12,1,none,1,0,0
189,21,21,21,1,none,1,0,0
190,12,12,12,1,none,1,0,0
191,21,21,21,1,none,1,0,0
192,21,21,21,1,none,1,0,0
193,21,21,21,1,none,1,0,0
194,21,21,21,1,none,1,0,0
195,21,21,21,1,none,1,0,0
196,21,21,21,1,none,1,0,0
197,22,22,22,1,none,1,0,0
198,12,12,12,1,none,1,0,0
199,22,22,22,1,none,1,0,0
200,20,20,20,1,none,1,0,0
201,22,22,22,1,none,1,0,0
202,22,22,22,1,none,1,0,0
203,18,18,18,1,none,1,0,0
204,8,8,8,1,none,1,0,0
205,21,21,21,1,none,1,0,0
206,21,21,21,1,none,1,0,0
207,21,21,21,1,none,1,0,0
208,21,21,21,1,none,1,0,0
209,21,21,21,1,none,1,0,0
210,21,21,21,1,none,1,0,0
211,21,21,21,1,none,1,0,0
212,21,21,21,1,none,1,0,0
213,21,21,21,1,none,1,0,0
214,21,21,21,1,none,1,0,0
215,21,21,21,1,none,1,0,0
216,12,12,12,1,none,1,0,0
217,21,21,21,1,none,1,0,0
218,17,17,17,1,none,1,0,0
219,21,21,21,1,none,1,0,0
220,24,24,24,1,none,1,0,0
221,21,21,21,1,none,1,0,0
222,21,21,21,1,none,1,0,0
223,20,20,20,1,none,1,0,0
224,11,11,11,1,none,1,0,0
225,22,22,22,1,none,1,0,0
226,17,17,17,1,none,1,0,0
227,17,17,17,1,none,1,0,0
228,20,20,20,1,none,1,0,0
229,9,9,9,1,none,1,0,0
230,9,9,9,1,none,1,0,0
231,9,9,9,1,none,1,0,0
232,23,23,23,1,none,1,0,0
233,12,12,12,1,none,1,0,0
234,12,12,12,1,none,1,0,0
235,20,20,20,1,none,1,0,0
236,21,21,21,1,none,1,0,0
237,19,19,19,1,none,1,0,0
238,8,8,8,1,none,1,0,0
239,8,8,8,1,none,1,0,0
240,8,8,8,1,none,1,0,0
241,8,8,8,1,none,1,0,0
242,19,19,19,1,none,1,0,0
243,19,19,19,1,none,1,0,0
244,8,8,8,1,none,1,0,0
245,19,19,19,1,none,1,0,0
246,19,19,19,1,none,1,0,0
247,19,19,19,1,none,1,0,0
248,8,8,8,1,none,1,0,0
249,8,8,8,1,none,1,0,0
250,19,19,19,1,none,1,0,0
251,19,19,19,1,none,1,0,0
252,8,8,8,1,none,1,0,0
253,8,8,8,1,none,1,0,0
254,8,8,8,1,none,1,0,0
255,8,8,8,1,none,1,0,0
256,19,19,19,1,none,1,0,0
257,22,22,22,1,none,1,0,0
258,24,24,24,1,none,1,0,0
259,12,12,12,1,none,1,0,0
260,24,24,24,1,none,1,0,0
261,24,24,24,1,none,1,0,0
262,24,24,24,1,none,1,0,0
263,24,24,24,1,none,1,0,0
264,24,24,24,1,none,1,0,0
265,24,24,24,1,none,1,0,0
266,11,11,11,1,none,1,0,0
267,12,12,12,1,none,1,0,0
268,15,15,17,1,none,0,0,2
269,10,10,5,1,none,0,0,-5
270,28,28,28,1,none,1,0,0
271,10,10,10,1,none,1,0,0
272,10,10,10,1,none,1,0,0
273,11,11,13,1,none,0,0,2
274,11,11,13,1,none,0,0,2
275,11,11,11,1,none,1,0,0
276,11,11,11,1,none,1,0,0
277,9,9,9,1,none,1,0,0
278,18,18,18,1,none,1,0,0
279,21,21,21,1,none,1,0,0
280,11,11,11,1,none,1,0,0
281,20,20,20,1,none,1,0,0
282,20,20,20,1,none,1,0,0
283,20,20,20,1,none,1,0,0
284,18,18,18,1,none,1,0,0
285,18,18,18,1,none,1,0,0
286,10,10,10,1,none,1,0,0
287,19,19,19,1,none,1,0,0
288,15,15,15,1,none,1,0,0
289,22,22,22,1,none,1,0,0
290,11,11,11,1,none,1,0,0
291,16,16,16,1,none,1,0,0
292,15,15,15,1,none,1,0,0
293,16,16,16,1,none,1,0,0
294,15,15,15,1,none,1,0,0
295,15,15,15,1,none,1,0,0
296,15,15,15,1,none,1,0,0
297,15,15,15,1,none,1,0,0
298,17,17,17,1,none,1,0,0
299,8,8,8,1,none,1,0,0
300,11,11,11,1,none,1,0,0
301,11,11,11,1,none,1,0,0
302,8,8,8,1,none,1,0,0
303,17,17,17,1,none,1,0,0
304,15,15,15,1,none,1,0,0
305,15,15,15,1,none,1,0,0
306,16,16,16,1,none,1,0,0
307,16,16,16,1,none,1,0,0
308,17,17,17,1,none,1,0,0
309,19,19,19,1,none,1,0,0
310,19,19,19,1,none,1,0,0
311,19,19,19,1,none,1,0,0
312,16,16,16,1,none,1,0,0
313,12,12,12,1,none,1,0,0
314,21,21,21,1,none,1,0,0
315,11,11,11,1,none,1,0,0
316,21,21,21,1,none,1,0,0
317,15,15,15,1,none,1,0,0
318,17,17,17,1,none,1,0,0
319,17,17,17,1,none,1,0,0
320,22,22,22,1,none,1,0,0
321,18,18,18,1,none,1,0,0
322,20,20,20,1,none,1,0,0
323,20,20,20,1,none,1,0,0
324,16,16,16,1,none,1,0,0
325,15,15,15,1,none,1,0,0
326,22,22,22,1,none,1,0,0
327,19,19,19,1,none,1,0,0
328,11,11,11,1,none,1,0,0
329,16,16,17,1,none,0,0,1
330,17,17,17,1,none,1,0,0
331,18,18,18,1,none,1,0,0
332,18,18,18,1,none,1,0,0
333,15,15,15,1,none,1,0,0
334,12,12,12,1,none,1,0,0
335,13,13,13,1,none,1,0,0
336,14,14,14,1,none,1,0,0
337,13,13,13,1,none,1,0,0
338,15,15,15,1,none,1,0,0
339,15,15,15,1,none,1,0,0
340,16,16,16,1,none,1,0,0
341,16,16,16,1,none,1,0,0
342,12,12,12,1,none,1,0,0
343,12,12,12,1,none,1,0,0
344,10,10,10,1,none,1,0,0
345,13,13,13,1,none,1,0,0
346,12,12,12,1,none,1,0,0
347,12,12,12,1,none,1,0,0
348,7,7,7,1,none,1,0,0
349,12,12,12,1,none,1,0,0
350,20,20,21,1,none,0,0,1
351,21,21,21,1,none,1,0,0
352,20,20,20,1,none,1,0,0
353,17,17,17,1,none,1,0,0
354,19,19,19,1,none,1,0,0
355,20,20,29,1,none,0,0,9
356,19,19,19,0,none,1,0,0
357,11,11,11,1,none,1,0,0
358,18,18,18,1,none,1,0,0
359,22,22,22,1,none,1,0,0
360,21,21,21,1,none,1,0,0
361,23,23,23,1,none,1,0,0
362,23,23,23,1,none,1,0,0
363,23,23,23,1,none,1,0,0
364,23,23,23,1,none,1,0,0
365,23,23,23,1,none,1,0,0
366,23,23,23,1,none,1,0,0
367,23,23,23,1,none,1,0,0
368,16,16,16,1,none,1,0,0
369,16,16,16,1,none,1,0,0
370,16,16,16,1,none,1,0,0
371,11,11,11,1,none,1,0,0
372,16,16,16,1,none,1,0,0
373,20,20,19,1,none,0,0,-1
374,20,20,20,1,none,1,0,0
375,20,20,20,1,none,1,0,0
376,21,21,21,1,none,1,0,0
377,19,19,19,1,none,1,0,0
378,15,15,15,1,none,1,0,0
379,11,11,11,1,none,1,0,0
380,19,19,19,1,none,1,0,0
381,10,10,10,1,none,1,0,0
382,13,13,13,1,none,1,0,0
383,14,14,14,1,none,1,0,0
384,16,16,16,1,none,1,0,0
385,16,16,16,1,none,1,0,0
386,16,16,16,1,none,1,0,0
387,16,16,16,1,none,1,0,0
388,16,16,16,1,none,1,0,0
389,13,13,13,1,none,1,0,0
390,13,13,13,1,none,1,0,0
391,13,13,13,1,none,1,0,0
392,13,13,13,1,none,1,0,0
393,13,13,13,1,none,1,0,0
394,17,17,18,1,none,0,0,1
395,17,17,17,1,none,1,0,0
396,16,16,16,1,none,1,0,0
397,16,16,16,1,none,1,0,0
398,16,16,16,1,none,1,0,0
399,20,20,20,1,none,1,0,0
400,11,11,11,1,none,1,0,0
401,22,22,22,1,none,1,0,0
402,7,7,7,1,none,1,0,0
403,19,19,19,1,none,1,0,0
404,19,19,19,1,none,1,0,0
405,15,15,18,1,none,0,0,3
406,18,18,18,1,none,1,0,0
407,17,17,17,1,none,1,0,0
408,17,17,17,1,none,1,0,0
409,17,17,17,1,none,1,0,0
410,20,20,20,1,none,1,0,0
411,20,20,20,1,none,1,0,0
412,17,17,17,1,none,1,0,0
413,15,15,15,1,none,1,0,0
414,14,14,14,1,none,1,0,0
415,13,13,13,1,none,1,0,0
416,17,17,17,1,none,1,0,0
417,18,18,18,1,none,1,0,0
418,10,10,9,1,none,0,0,-1
419,24,24,24,1,none,1,0,0
420,7,7,8,1,none,0,0,1
421,9,9,9,1,none,1,0,0
422,13,13,13,1,none,1,0,0
423,14,14,15,1,none,0,0,1
424,11,11,11,1,none,1,0,0
425,11,11,11,1,none,1,0,0
426,11,11,11,1,none,1,0,0
427,5,5,4,1,none,0,0,-1
428,7,7,7,1,none,1,0,0
429,11,11,11,1,none,1,0,0
430,11,11,11,1,none,1,0,0
431,12,12,13,1,none,0,0,1
432,12,12,12,1,none,1,0,0
433,14,14,14,1,none,1,0,0
434,9,9,10,1,none,0,0,1
435,11,11,11,1,none,1,0,0
436,12,12,12,1,none,1,0,0
437,15,15,15,1,none,1,0,0
438,9,9,9,1,none,1,0,0
439,24,24,24,1,none,1,0,0
440,11,11,11,1,none,1,0,0
441,10,10,10,1,none,1,0,0
442,18,18,18,1,none,1,0,0
443,19,19,19,1,none,1,0,0
444,19,19,19,1,none,1,0,0
445,19,19,19,1,none,1,0,0
446,17,17,17,1,none,1,0,0
447,12,12,12,1,none,1,0,0
448,13,16,15,0,eos_late,0,3,2
449,5,5,5,1,none,1,0,0
450,18,18,18,1,none,1,0,0
451,14,14,14,1,none,1,0,0
452,11,11,11,1,none,1,0,0
453,9,9,9,1,none,1,0,0
454,7,7,12,1,none,0,0,5
455,7,7,7,1,none,1,0,0
456,6,6,6,1,none,1,0,0
457,4,3,5,0,eos_early,0,-1,1
458,6,6,6,1,none,1,0,0
459,6,6,6,1,none,1,0,0
460,7,7,8,1,none,0,0,1
461,6,6,6,1,none,1,0,0
462,5,5,6,1,none,0,0,1
463,12,12,12,1,none,1,0,0
464,12,12,12,1,none,1,0,0
465,8,8,8,1,none,1,0,0
466,8,8,8,1,none,1,0,0
467,8,8,8,1,none,1,0,0
468,8,8,8,1,none,1,0,0
469,21,21,21,1,none,1,0,0
470,8,8,8,1,none,1,0,0
471,8,8,8,1,none,1,0,0
472,8,8,8,1,none,1,0,0
473,8,8,8,1,none,1,0,0
474,8,8,8,1,none,1,0,0
475,8,8,8,1,none,1,0,0
476,8,8,8,1,none,1,0,0
477,8,8,8,1,none,1,0,0
478,8,8,8,1,none,1,0,0
479,8,8,8,1,none,1,0,0
480,8,8,8,1,none,1,0,0
481,8,8,8,1,none,1,0,0
482,8,8,8,1,none,1,0,0
483,8,8,8,1,none,1,0,0
484,8,8,8,1,none,1,0,0
485,8,8,8,1,none,1,0,0
486,8,8,8,1,none,1,0,0
487,21,21,21,1,none,1,0,0
488,7,7,7,1,none,1,0,0
489,9,9,9,0,none,1,0,0
490,9,9,9,1,none,1,0,0
491,22,22,22,0,none,1,0,0
492,8,8,8,1,none,1,0,0
493,8,8,8,1,none,1,0,0
494,21,21,21,1,none,1,0,0
495,21,21,21,1,none,1,0,0
496,9,9,9,1,none,1,0,0
497,9,9,9,1,none,1,0,0
498,9,9,9,1,none,1,0,0
499,9,9,9,1,none,1,0,0
500,9,9,9,1,none,1,0,0
501,8,8,8,1,none,1,0,0
502,8,8,8,1,none,1,0,0
503,8,8,8,1,none,1,0,0
504,8,8,8,1,none,1,0,0
505,8,8,8,1,none,1,0,0
506,9,9,9,1,none,1,0,0
507,9,9,9,1,none,1,0,0
508,22,22,20,1,none,0,0,-2
509,22,22,20,1,none,0,0,-2
510,22,22,22,0,none,1,0,0
511,8,8,8,1,none,1,0,0
512,8,8,8,1,none,1,0,0
513,8,8,8,1,none,1,0,0
514,8,8,8,1,none,1,0,0
515,8,8,8,1,none,1,0,0
516,8,8,8,1,none,1,0,0
517,8,8,8,0,none,1,0,0
518,8,8,8,1,none,1,0,0
519,8,8,8,1,none,1,0,0
520,8,8,8,1,none,1,0,0
521,8,8,8,1,none,1,0,0
522,8,8,8,1,none,1,0,0
523,8,8,8,1,none,1,0,0
524,8,8,8,1,none,1,0,0
525,8,8,8,1,none,1,0,0
526,7,7,7,1,none,1,0,0
527,7,7,7,1,none,1,0,0
528,7,7,7,1,none,1,0,0
529,7,7,7,1,none,1,0,0
530,8,8,9,0,none,0,0,1
531,9,9,9,1,none,1,0,0
532,9,9,9,1,none,1,0,0
533,9,9,9,1,none,1,0,0
534,9,9,9,1,none,1,0,0
535,9,9,9,1,none,1,0,0
536,9,9,9,1,none,1,0,0
537,9,9,9,1,none,1,0,0
538,9,9,9,1,none,1,0,0
539,9,9,9,1,none,1,0,0
540,9,9,9,0,none,1,0,0
541,9,9,9,1,none,1,0,0
542,9,9,9,1,none,1,0,0
543,9,9,9,1,none,1,0,0
544,9,9,9,1,none,1,0,0
545,9,9,9,1,none,1,0,0
546,9,9,9,1,none,1,0,0
547,9,9,9,1,none,1,0,0
548,9,9,9,1,none,1,0,0
549,9,9,9,1,none,1,0,0
550,9,9,9,0,none,1,0,0
551,9,9,9,0,none,1,0,0
552,9,9,9,1,none,1,0,0
553,9,9,9,1,none,1,0,0
554,9,9,9,1,none,1,0,0
555,9,9,9,1,none,1,0,0
556,9,9,9,0,none,1,0,0
557,9,9,9,1,none,1,0,0
558,9,9,9,1,none,1,0,0
559,9,9,9,1,none,1,0,0
560,9,9,9,1,none,1,0,0
561,9,9,8,1,none,0,0,-1
562,9,9,9,1,none,1,0,0
563,9,9,9,1,none,1,0,0
564,9,9,9,1,none,1,0,0
565,9,9,9,1,none,1,0,0
566,9,9,9,1,none,1,0,0
567,9,9,9,1,none,1,0,0
568,9,9,9,0,none,1,0,0
569,8,8,8,1,none,1,0,0
570,8,8,8,1,none,1,0,0
571,8,8,8,1,none,1,0,0
572,8,8,8,1,none,1,0,0
573,19,19,19,1,none,1,0,0
574,8,8,8,1,none,1,0,0
575,8,8,8,1,none,1,0,0
576,8,8,8,1,none,1,0,0
577,8,8,8,1,none,1,0,0
578,8,8,8,1,none,1,0,0
579,8,8,8,1,none,1,0,0
580,8,8,8,1,none,1,0,0
581,8,8,8,1,none,1,0,0
582,8,8,8,1,none,1,0,0
583,8,8,8,1,none,1,0,0
584,8,8,8,1,none,1,0,0
585,8,8,8,1,none,1,0,0
586,8,8,8,1,none,1,0,0
587,8,8,8,1,none,1,0,0
588,8,8,8,1,none,1,0,0
589,8,8,8,1,none,1,0,0
590,8,8,8,1,none,1,0,0
591,8,8,8,1,none,1,0,0
592,8,8,8,1,none,1,0,0
593,8,8,8,1,none,1,0,0
594,8,8,8,1,none,1,0,0
595,8,8,8,1,none,1,0,0
596,8,8,8,1,none,1,0,0
597,8,8,8,1,none,1,0,0
598,8,8,8,1,none,1,0,0
599,8,8,8,1,none,1,0,0
600,8,8,8,1,none,1,0,0
601,8,7,8,0,eos_early,1,-1,0
602,8,8,8,1,none,1,0,0
603,8,8,8,1,none,1,0,0
604,8,8,8,1,none,1,0,0
605,8,8,8,1,none,1,0,0
606,24,24,24,1,none,1,0,0
607,9,9,9,1,none,1,0,0
608,9,9,9,1,none,1,0,0
609,9,9,9,1,none,1,0,0
610,9,9,9,1,none,1,0,0
611,9,9,9,1,none,1,0,0
612,9,9,9,1,none,1,0,0
613,9,9,9,1,none,1,0,0
614,8,23,8,0,eos_late,1,15,0
615,8,8,8,1,none,1,0,0
616,8,8,8,1,none,1,0,0
617,13,13,14,0,none,0,0,1
618,7,7,7,1,none,1,0,0
619,8,8,8,1,none,1,0,0
620,6,6,6,1,none,1,0,0
621,16,16,16,1,none,1,0,0
622,8,8,8,1,none,1,0,0
623,8,8,8,1,none,1,0,0
624,10,11,12,0,eos_late,0,1,2
625,10,10,10,1,none,1,0,0
626,8,8,8,0,none,1,0,0
627,8,8,8,1,none,1,0,0
628,8,8,8,1,none,1,0,0
629,8,8,9,0,none,0,0,1
630,7,7,7,1,none,1,0,0
631,16,16,18,1,none,0,0,2
632,6,9,7,0,eos_late,0,3,1
633,8,8,11,0,none,0,0,3
634,6,6,6,1,none,1,0,0
635,6,6,6,1,none,1,0,0
636,6,6,6,1,none,1,0,0
637,9,9,9,1,none,1,0,0
638,8,8,8,1,none,1,0,0
639,9,9,9,1,none,1,0,0
640,8,8,8,1,none,1,0,0
641,8,8,8,0,none,1,0,0
642,12,12,12,1,none,1,0,0
643,8,8,8,1,none,1,0,0
644,8,8,8,1,none,1,0,0
645,8,8,8,1,none,1,0,0
646,8,8,8,1,none,1,0,0
647,5,5,4,1,none,0,0,-1
648,5,5,5,1,none,1,0,0
649,10,10,10,1,none,1,0,0
650,10,10,10,1,none,1,0,0
651,10,10,10,1,none,1,0,0
652,8,8,8,1,none,1,0,0
653,7,7,7,1,none,1,0,0
654,7,7,7,1,none,1,0,0
655,11,11,11,1,none,1,0,0
656,5,5,5,1,none,1,0,0
657,3,3,3,1,none,1,0,0
658,4,4,4,1,none,1,0,0
659,6,6,6,1,none,1,0,0
660,6,6,7,1,none,0,0,1
661,6,6,7,1,none,0,0,1
662,6,6,6,1,none,1,0,0
663,7,7,7,1,none,1,0,0
664,14,14,14,1,none,1,0,0
665,15,15,15,1,none,1,0,0
666,6,6,6,1,none,1,0,0
667,6,6,6,1,none,1,0,0
668,12,12,12,1,none,1,0,0
669,14,14,14,1,none,1,0,0
670,15,15,15,1,none,1,0,0
671,6,6,6,1,none,1,0,0
672,6,6,6,1,none,1,0,0
673,11,11,13,1,none,0,0,2
674,10,10,10,1,none,1,0,0
675,13,13,13,1,none,1,0,0
676,15,15,15,1,none,1,0,0
677,15,15,15,1,none,1,0,0
678,15,15,15,1,none,1,0,0
679,6,6,6,1,none,1,0,0
680,8,13,8,0,eos_late,1,5,0
681,8,8,8,1,none,1,0,0
682,3,3,3,1,none,1,0,0
683,6,6,6,1,none,1,0,0
684,6,6,6,1,none,1,0,0
685,6,6,6,1,none,1,0,0
686,6,6,6,1,none,1,0,0
687,12,12,12,1,none,1,0,0
688,6,6,6,1,none,1,0,0
689,12,12,12,1,none,1,0,0
690,10,10,10,1,none,1,0,0
691,7,7,7,1,none,1,0,0
692,6,6,6,1,none,1,0,0
693,14,14,14,1,none,1,0,0
694,6,6,6,1,none,1,0,0
695,6,6,6,1,none,1,0,0
696,7,7,7,1,none,1,0,0
697,3,3,3,1,none,1,0,0
698,15,15,15,1,none,1,0,0
699,15,15,15,1,none,1,0,0
700,15,15,15,1,none,1,0,0
701,2,2,2,1,none,1,0,0
702,6,6,6,1,none,1,0,0
703,6,6,6,1,none,1,0,0
704,12,12,12,1,none,1,0,0
705,7,7,7,1,none,1,0,0
706,5,5,5,1,none,1,0,0
707,14,14,14,1,none,1,0,0
708,2,2,2,1,none,1,0,0
709,2,2,2,1,none,1,0,0
710,9,9,9,1,none,1,0,0
711,14,14,14,1,none,1,0,0
712,14,14,14,1,none,1,0,0
713,5,5,5,1,none,1,0,0
714,8,8,8,1,none,1,0,0
715,3,3,3,1,none,1,0,0
716,8,8,8,1,none,1,0,0
717,8,8,8,1,none,1,0,0
718,8,8,8,1,none,1,0,0
719,8,8,8,1,none,1,0,0
720,8,8,8,1,none,1,0,0
721,8,8,8,1,none,1,0,0
722,8,8,8,1,none,1,0,0
723,21,21,21,1,none,1,0,0
724,8,8,8,1,none,1,0,0
725,21,21,21,1,none,1,0,0
726,21,21,21,1,none,1,0,0
727,21,21,21,1,none,1,0,0
728,8,8,8,1,none,1,0,0
729,21,21,21,1,none,1,0,0
730,21,21,21,1,none,1,0,0
731,21,21,21,1,none,1,0,0
732,21,21,21,1,none,1,0,0
733,21,21,21,1,none,1,0,0
734,21,21,21,1,none,1,0,0
735,21,21,21,1,none,1,0,0
736,21,21,21,1,none,1,0,0
737,21,21,21,1,none,1,0,0
738,21,21,21,1,none,1,0,0
739,21,21,21,1,none,1,0,0
740,8,8,8,1,none,1,0,0
741,9,9,9,1,none,1,0,0
742,8,8,8,1,none,1,0,0
743,8,8,8,1,none,1,0,0
744,8,8,8,1,none,1,0,0
745,21,21,21,1,none,1,0,0
746,21,21,21,1,none,1,0,0
747,21,21,21,1,none,1,0,0
748,9,9,9,1,none,1,0,0
749,21,21,21,1,none,1,0,0
750,6,6,6,1,none,1,0,0
751,9,8,8,0,eos_early,0,-1,-1
752,9,9,9,1,none,1,0,0
753,9,9,9,1,none,1,0,0
754,21,21,21,0,none,1,0,0
755,9,9,9,1,none,1,0,0
756,20,20,20,1,none,1,0,0
757,20,20,20,1,none,1,0,0
758,20,20,20,1,none,1,0,0
759,9,9,9,1,none,1,0,0
760,9,9,9,1,none,1,0,0
761,9,9,9,1,none,1,0,0
762,9,9,9,1,none,1,0,0
763,9,9,9,1,none,1,0,0
764,9,9,9,1,none,1,0,0
765,9,9,9,1,none,1,0,0
766,9,9,9,1,none,1,0,0
767,9,9,9,1,none,1,0,0
768,8,8,8,1,none,1,0,0
